losses train: anglický,frame acc train: anglický,losses val: anglický,sample acc val: anglický,frame acc val: anglický,losses test: italský,sample acc test: italský,frame acc test: italský
0.8089966875354078,0.6920968839628603,0.8896177677416323,0.875,0.6691443295825329,2.692261169920444,0.2261904761904762,0.19709009942800107
0.8021582003269673,0.6942358174128628,0.8833762045901007,0.8686440677966102,0.6712941786356844,2.6314158544208643,0.24149659863945577,0.20039705390390639
0.7965833500991182,0.6967167718771918,0.8774808607287473,0.885593220338983,0.6711950721190498,2.812023121000615,0.24149659863945577,0.20037511722413254
0.791071530233159,0.6991803648687125,0.8717326159904227,0.8834745762711864,0.6740157960540359,2.8065640405615175,0.25170068027210885,0.1973752762650609
0.7852116240486781,0.7016509024493566,0.8739021683438625,0.8834745762711864,0.6730704723569054,2.8452926370747775,0.2465986394557823,0.19967862764131336
0.7823551111821777,0.7025953665701369,0.8728478766449012,0.885593220338983,0.6731543317171348,2.7478961720149027,0.2568027210884354,0.20394531185732384
0.7785673825937199,0.7041769967429877,0.8790825620130303,0.8961864406779662,0.6751745799408411,2.8033089869024956,0.2534013605442177,0.19998025698820354
0.7744326677022008,0.7054304950797586,0.8702110041508121,0.8961864406779662,0.6751212148934224,2.8957246187038237,0.2534013605442177,0.20532183851313185
0.7702050424702819,0.7072925130384661,0.8655445393201562,0.8940677966101694,0.6771872045863446,2.834387531843451,0.23129251700680273,0.19968959598120026
0.7682702193058394,0.7080616262838809,0.8677689891078642,0.8898305084745762,0.6757311011496356,2.8928049936298375,0.2465986394557823,0.20283750952874527
